t,JH2_L,JH2_R,JO2_L,JO2_R,i_cross,MB_resid
21.650000000000173,-3.4733834515430697e-12,-5.7370737451921904e-5,8.414861770338059e-5,1.4656634491761978e-12,1.2359212204754788e-6,-3.1041631146772313e-9
21.700000000000173,-3.4598844725488443e-12,-5.71478353623189e-5,8.404183812011199e-5,1.4938554781264776e-12,1.2441967827049197e-6,-3.0945015129719197e-9
21.750000000000174,-3.44644826623225e-12,-5.6925799403165504e-5,8.39353419941889e-5,1.5217426119168228e-12,1.2523667865757335e-6,-3.0848932710083633e-9
21.800000000000175,-3.4330719792897586e-12,-5.670462620586582e-5,8.382912740233952e-5,1.5493294268348121e-12,1.2604324476625607e-6,-3.075337885635439e-9
21.850000000000176,-3.419729931989611e-12,-5.648431241502051e-5,8.372319243904197e-5,1.5766157322017965e-12,1.2683887369396943e-6,-3.0658349237414843e-9
21.900000000000176,-3.406444950760038e-12,-5.6264854688412494e-5,8.361753521631367e-5,1.6036064856626528e-12,1.2762419725982532e-6,-3.0563839241339995e-9
21.950000000000177,-3.3932284488151526e-12,-5.6046249696858545e-5,8.351215386358643e-5,1.630304738075767e-12,1.283995534506112e-6,-3.0469847464088037e-9
22.000000000000178,-3.380034773298497e-12,-5.5828494124257896e-5,8.3407046527508e-5,1.6567120148703318e-12,1.2916412017273378e-6,-3.0376366943183665e-9
22.05000000000018,-3.3669067237630014e-12,-5.561158466753505e-5,8.330221137175454e-5,1.6828317482620313e-12,1.2991885579540474e-6,-3.028339666110314e-9
22.10000000000018,-3.353838593601608e-12,-5.539551803647153e-5,8.319764657686729e-5,1.7086654636800588e-12,1.3066370907046511e-6,-3.0190930876995963e-9
22.15000000000018,-3.340816116296674e-12,-5.518029095374579e-5,8.30933503401368e-5,1.7342169746973958e-12,1.3139855187751758e-6,-3.0098966164512214e-9
22.20000000000018,-3.327833585241141e-12,-5.496590015492749e-5,8.298932087533118e-5,1.7594868533499906e-12,1.3212329617301733e-6,-3.0007499565135216e-9
22.25000000000018,-3.314910973559711e-12,-5.475234238825499e-5,8.288555641262922e-5,1.784480629318667e-12,1.328385407929196e-6,-2.9916526219199782e-9
22.300000000000182,-3.3020254548241537e-12,-5.453961441475797e-5,8.278205519843716e-5,1.8091992559966709e-12,1.335438820495049e-6,-2.9826043443847636e-9
22.350000000000183,-3.289211268676814e-12,-5.4327713008126245e-5,8.267881549515846e-5,1.8336455935637386e-12,1.3424009105358891e-6,-2.9736047704308644e-9
22.400000000000183,-3.276431322171818e-12,-5.4116634954638396e-5,8.257583558112506e-5,1.857820976770414e-12,1.3492650353366563e-6,-2.9646534009187056e-9
22.450000000000184,-3.2636970285232815e-12,-5.390637705317891e-5,8.24731137504129e-5,1.8817305539402234e-12,1.3560353842637147e-6,-2.9557500185470667e-9
22.500000000000185,-3.251025507552376e-12,-5.3696936115075514e-5,8.237064831264203e-5,1.905373181001272e-12,1.3627148193957234e-6,-2.946894274067323e-9
22.550000000000185,-3.238402492741458e-12,-5.348830896420476e-5,8.226843759288203e-5,1.928753815598437e-12,1.3693025010733402e-6,-2.93808564394535e-9
22.600000000000186,-3.225825130786999e-12,-5.328049243678947e-5,8.216647993146595e-5,1.9518751272328056e-12,1.3757989089634876e-6,-2.929323952757237e-9
22.650000000000187,-3.213293421688999e-12,-5.3073483381421524e-5,8.206477368384535e-5,1.9747386413335707e-12,1.3822046317923392e-6,-2.9206088421199553e-9
22.700000000000188,-3.2008045121439295e-12,-5.2867278659033335e-5,8.196331722045305e-5,1.9973466460445223e-12,1.388520002045275e-6,-2.911939851518632e-9
22.75000000000019,-3.188366962062377e-12,-5.266187514277231e-5,8.186210892653527e-5,2.0197018108667474e-12,1.394747701804744e-6,-2.903316735571211e-9
22.80000000000019,-3.1759807714443403e-12,-5.2457269718032233e-5,8.176114720202056e-5,2.041805279872141e-12,1.4008881726153765e-6,-2.8947391606957886e-9
22.85000000000019,-3.1636430869862916e-12,-5.225345928235056e-5,8.166043046137625e-5,2.06366201070558e-12,1.4069427772333568e-6,-2.886206742759535e-9
22.90000000000019,-3.1513596152952874e-12,-5.2050440745396984e-5,8.155995713346214e-5,2.0852708592951696e-12,1.4129121753218173e-6,-2.8777192433192874e-9
